timestamp;value
0-6-15-420000;101 
0-6-15-422000;99 
0-6-15-425000;52 
0-6-15-427000;53 
0-6-15-429000;57 
0-6-15-431000;84 
0-6-15-433000;78 
0-6-15-435000;117 
0-6-15-437000;121 
0-6-15-439000;142 
0-6-15-441000;97 
0-6-15-443000;89 
0-6-15-445000;48 
0-6-15-447000;26 
0-6-15-449000;38 
0-6-15-451000;39 
0-6-15-453000;59 
0-6-15-455000;74 
0-6-15-457000;93 
0-6-15-459000;66 
0-6-15-461000;69 
0-6-15-463000;79 
0-6-15-465000;61 
0-6-15-467000;27 
0-6-15-469000;18 
0-6-15-471000;10 
0-6-15-473000;36 
0-6-15-475000;65 
0-6-15-477000;83 
0-6-15-479000;53 
0-6-15-481000;58 
0-6-15-483000;51 
0-6-15-485000;11 
0-6-15-487000;25 
0-6-15-489000;14 
0-6-15-491000;13 
0-6-15-494000;22 
0-6-15-496000;60 
0-6-15-498000;-2 
0-6-15-499000;3 
0-6-15-501000;62 
0-6-15-503000;52 
0-6-15-505000;12 
0-6-15-507000;13 
0-6-15-509000;28 
0-6-15-511000;52 
0-6-15-513000;89 
0-6-15-515000;117 
0-6-15-517000;96 
0-6-15-519000;106 
0-6-15-521000;83 
0-6-15-523000;82 
0-6-15-525000;32 
0-6-15-527000;37 
0-6-15-530000;27 
0-6-15-532000;31 
0-6-15-534000;26 
0-6-15-536000;63 
0-6-15-547000;-19 
0-6-15-549000;-17 
0-6-15-551000;-23 
0-6-15-553000;8 
0-6-15-555000;35 
0-6-15-557000;30 
0-6-15-559000;28 
0-6-15-561000;47 
0-6-15-564000;5 
0-6-15-566000;5 
0-6-15-568000;-8 
0-6-15-570000;-35 
0-6-15-572000;-24 
0-6-15-574000;-7 
0-6-15-576000;4 
0-6-15-578000;10 
0-6-15-580000;44 
0-6-15-582000;27 
0-6-15-583000;37 
0-6-15-585000;9 
0-6-15-587000;6 
0-6-15-589000;-6 
0-6-15-591000;-57 
0-6-15-593000;-75 
0-6-15-595000;-34 
0-6-15-598000;52 
0-6-15-600000;95 
0-6-15-602000;52 
0-6-15-604000;45 
0-6-15-606000;28 
0-6-15-608000;21 
0-6-15-610000;-29 
0-6-15-612000;7 
0-6-15-614000;37 
0-6-15-616000;43 
0-6-15-618000;68 
0-6-15-620000;64 
0-6-15-622000;43 
0-6-15-624000;45 
0-6-15-625000;15 
0-6-15-627000;-15 
0-6-15-629000;-10 
0-6-15-632000;19 
0-6-15-634000;65 
0-6-15-636000;58 
0-6-15-638000;58 
0-6-15-640000;52 
0-6-15-642000;54 
0-6-15-644000;19 
0-6-15-646000;10 
0-6-15-648000;-38 
0-6-15-650000;-31 
0-6-15-652000;7 
0-6-15-654000;45 
0-6-15-658000;86 
0-6-15-660000;88 
0-6-15-662000;80 
0-6-15-664000;50 
0-6-15-666000;20 
0-6-15-668000;15 
0-6-15-670000;8 
0-6-15-672000;39 
0-6-15-674000;1 
0-6-15-676000;21 
0-6-15-678000;42 
0-6-15-680000;96 
0-6-15-682000;48 
0-6-15-684000;51 
0-6-15-686000;81 
0-6-15-688000;42 
0-6-15-690000;24 
0-6-15-692000;38 
0-6-15-694000;55 
0-6-15-696000;44 
0-6-15-698000;47 
0-6-15-700000;48 
0-6-15-703000;2 
0-6-15-705000;32 
0-6-15-707000;45 
0-6-15-708000;31 
0-6-15-710000;53 
0-6-15-712000;45 
0-6-15-714000;70 
0-6-15-716000;77 
0-6-15-718000;101 
0-6-15-720000;64 
0-6-15-722000;49 
0-6-15-724000;42 
0-6-15-726000;35 
0-6-15-728000;32 
0-6-15-730000;34 
0-6-15-732000;49 
0-6-15-734000;51 
0-6-15-737000;43 
0-6-15-739000;42 
0-6-15-741000;-37 
0-6-15-743000;-32 
0-6-15-745000;-26 
0-6-15-747000;-2 
0-6-15-749000;15 
0-6-15-760000;81 
0-6-15-762000;47 
0-6-15-764000;58 
0-6-15-766000;64 
0-6-15-768000;87 
0-6-15-771000;83 
0-6-15-773000;65 
0-6-15-775000;26 
0-6-15-777000;52 
0-6-15-779000;34 
0-6-15-781000;67 
0-6-15-783000;31 
0-6-15-785000;4 
0-6-15-787000;-37 
0-6-15-789000;-23 
0-6-15-791000;-2 
0-6-15-792000;21 
0-6-15-794000;42 
0-6-15-796000;47 
0-6-15-798000;80 
0-6-15-800000;87 
0-6-15-802000;101 
0-6-15-805000;72 
0-6-15-807000;68 
0-6-15-809000;58 
0-6-15-811000;62 
0-6-15-813000;34 
0-6-15-815000;51 
0-6-15-817000;43 
0-6-15-819000;21 
0-6-15-821000;19 
0-6-15-823000;45 
0-6-15-825000;60 
0-6-15-827000;14 
0-6-15-829000;-37 
0-6-15-831000;48 
0-6-15-833000;-66 
0-6-15-834000;55 
0-6-15-836000;70 
0-6-15-839000;49 
0-6-15-841000;29 
0-6-15-843000;-171 
0-6-15-845000;-100 
0-6-15-847000;20 
0-6-15-849000;102 
0-6-15-851000;69 
0-6-15-853000;66 
0-6-15-855000;45 
0-6-15-857000;66 
0-6-15-859000;-24 
0-6-15-861000;0 
0-6-15-863000;34 
0-6-15-865000;79 
0-6-15-867000;72 
0-6-15-869000;44 
0-6-15-871000;20 
0-6-15-874000;68 
0-6-15-875000;98 
0-6-15-877000;112 
0-6-15-879000;84 
0-6-15-881000;106 
0-6-15-883000;96 
0-6-15-885000;72 
0-6-15-887000;67 
0-6-15-889000;4 
0-6-15-891000;-13 
0-6-15-893000;-31 
0-6-15-895000;-52 
0-6-15-897000;-57 
0-6-15-899000;-86 
0-6-15-901000;-106 
0-6-15-903000;-132 
0-6-15-905000;-145 
0-6-15-907000;-139 
0-6-15-910000;-158 
0-6-15-912000;-139 
0-6-15-914000;-111 
0-6-15-916000;-72 
0-6-15-917000;-90 
0-6-15-919000;-40 
0-6-15-921000;4 
0-6-15-923000;31 
0-6-15-925000;74 
0-6-15-927000;73 
0-6-15-929000;80 
0-6-15-931000;25 
0-6-15-933000;57 
0-6-15-935000;-9 
0-6-15-937000;59 
0-6-15-939000;165 
0-6-15-941000;111 
0-6-15-944000;80 
0-6-15-946000;77 
0-6-15-948000;68 
0-6-15-950000;108 
0-6-15-952000;128 
0-6-15-954000;148 
0-6-15-956000;134 
0-6-15-958000;147 
0-6-15-959000;125 
0-6-15-971000;22 
0-6-15-973000;19 
0-6-15-975000;94 
0-6-15-978000;134 
0-6-15-980000;179 
0-6-15-982000;129 
0-6-15-984000;92 
0-6-15-986000;26 
0-6-15-988000;-19 
0-6-15-990000;-22 
0-6-15-992000;-39 
0-6-15-994000;-47 
0-6-15-996000;-23 
0-6-15-998000;-21 
0-6-15-999000;4 
0-6-16-001000;40 
0-6-16-003000;85 
0-6-16-005000;77 
0-6-16-007000;64 
0-6-16-009000;24 
0-6-16-012000;50 
0-6-16-014000;63 
0-6-16-016000;90 
0-6-16-018000;107 
0-6-16-020000;85 
0-6-16-022000;76 
0-6-16-024000;56 
0-6-16-026000;49 
0-6-16-028000;17 
0-6-16-030000;-7 
0-6-16-032000;-10 
0-6-16-034000;-55 
0-6-16-036000;-56 
0-6-16-038000;43 
0-6-16-040000;18 
0-6-16-041000;-4 
0-6-16-043000;-28 
0-6-16-046000;-54 
0-6-16-048000;-41 
0-6-16-050000;12 
0-6-16-052000;95 
0-6-16-054000;65 
0-6-16-056000;105 
0-6-16-058000;100 
0-6-16-060000;108 
0-6-16-062000;74 
0-6-16-064000;52 
0-6-16-066000;11 
0-6-16-068000;6 
0-6-16-070000;0 
0-6-16-072000;28 
0-6-16-074000;39 
0-6-16-076000;72 
0-6-16-078000;81 
0-6-16-081000;77 
0-6-16-084000;44 
0-6-16-086000;-3 
0-6-16-088000;-7 
0-6-16-090000;-10 
0-6-16-092000;20 
0-6-16-094000;8 
0-6-16-096000;33 
0-6-16-098000;41 
0-6-16-100000;36 
0-6-16-102000;8 
0-6-16-104000;15 
0-6-16-106000;5 
0-6-16-108000;-14 
0-6-16-110000;-10 
0-6-16-112000;-12 
0-6-16-114000;5 
0-6-16-117000;29 
0-6-16-119000;36 
0-6-16-121000;16 
0-6-16-123000;0 
0-6-16-124000;9 
0-6-16-126000;8 
0-6-16-128000;28 
0-6-16-130000;50 
0-6-16-132000;11 
0-6-16-134000;25 
0-6-16-136000;29 
0-6-16-138000;39 
0-6-16-140000;10 
0-6-16-142000;14 
0-6-16-144000;8 
0-6-16-146000;17 
0-6-16-148000;31 
0-6-16-151000;16 
0-6-16-153000;22 
0-6-16-155000;30 
0-6-16-157000;59 
0-6-16-159000;60 
0-6-16-161000;55 
0-6-16-163000;48 
0-6-16-165000;54 
0-6-16-166000;52 
0-6-16-168000;57 
0-6-16-170000;39 
0-6-16-172000;37 
0-6-16-187000;70 
0-6-16-189000;48 
0-6-16-191000;-2 
0-6-16-193000;-2 
0-6-16-195000;86 
0-6-16-197000;67 
0-6-16-199000;68 
0-6-16-201000;58 
0-6-16-203000;45 
0-6-16-205000;-3 
0-6-16-207000;9 
0-6-16-208000;22 
0-6-16-210000;10 
0-6-16-212000;11 
0-6-16-214000;44 
0-6-16-216000;-20 
0-6-16-219000;-44 
0-6-16-221000;33 
0-6-16-223000;40 
0-6-16-225000;33 
0-6-16-227000;-23 
0-6-16-229000;-20 
0-6-16-231000;38 
0-6-16-233000;60 
0-6-16-235000;55 
0-6-16-237000;68 
0-6-16-239000;114 
0-6-16-241000;80 
0-6-16-243000;-10 
0-6-16-245000;39 
0-6-16-247000;86 
0-6-16-249000;49 
0-6-16-250000;-6 
0-6-16-253000;17 
0-6-16-255000;176 
0-6-16-257000;97 
0-6-16-259000;82 
0-6-16-261000;93 
0-6-16-263000;75 
0-6-16-265000;45 
0-6-16-267000;20 
0-6-16-269000;31 
0-6-16-271000;20 
0-6-16-273000;35 
0-6-16-275000;62 
0-6-16-277000;32 
0-6-16-279000;49 
0-6-16-281000;16 
0-6-16-283000;22 
0-6-16-285000;41 
0-6-16-288000;47 
0-6-16-290000;35 
0-6-16-291000;22 
0-6-16-293000;17 
0-6-16-295000;26 
0-6-16-297000;15 
0-6-16-299000;37 
0-6-16-301000;25 
0-6-16-303000;18 
0-6-16-305000;19 
0-6-16-307000;27 
0-6-16-309000;-16 
0-6-16-311000;-46 
0-6-16-313000;-63 
0-6-16-315000;76 
0-6-16-317000;90 
0-6-16-319000;90 
0-6-16-321000;89 
0-6-16-324000;72 
0-6-16-326000;84 
0-6-16-328000;75 
0-6-16-330000;61 
0-6-16-332000;52 
0-6-16-333000;57 
0-6-16-335000;35 
0-6-16-337000;47 
0-6-16-339000;27 
0-6-16-341000;15 
0-6-16-343000;-3 
0-6-16-345000;14 
0-6-16-347000;-22 
0-6-16-349000;19 
0-6-16-351000;38 
0-6-16-353000;52 
0-6-16-355000;28 
0-6-16-358000;50 
0-6-16-360000;65 
0-6-16-362000;68 
0-6-16-364000;56 
0-6-16-366000;27 
0-6-16-368000;26 
0-6-16-370000;18 
0-6-16-372000;22 
0-6-16-374000;26 
0-6-16-375000;57 
0-6-16-377000;82 
0-6-16-379000;89 
0-6-16-381000;35 
0-6-16-383000;43 
0-6-16-385000;30 
0-6-16-398000;83 
0-6-16-400000;85 
0-6-16-402000;33 
0-6-16-404000;25 
0-6-16-406000;-18 
0-6-16-408000;-67 
0-6-16-410000;-89 
0-6-16-412000;-145 
0-6-16-414000;-159 
0-6-16-416000;-148 
0-6-16-417000;-173 
0-6-16-419000;-190 
0-6-16-421000;-187 
0-6-16-423000;-196 
0-6-16-426000;-161 
0-6-16-428000;-150 
0-6-16-430000;-111 
0-6-16-432000;-62 
0-6-16-434000;13 
0-6-16-436000;63 
0-6-16-438000;127 
0-6-16-440000;121 
0-6-16-442000;156 
0-6-16-444000;147 
0-6-16-446000;127 
0-6-16-448000;89 
0-6-16-450000;105 
0-6-16-452000;113 
0-6-16-454000;105 
0-6-16-456000;129 
0-6-16-458000;118 
0-6-16-460000;111 
0-6-16-462000;99 
0-6-16-464000;79 
0-6-16-466000;85 
0-6-16-468000;96 
0-6-16-470000;81 
0-6-16-472000;110 
0-6-16-474000;98 
0-6-16-476000;142 
0-6-16-478000;107 
0-6-16-480000;81 
0-6-16-482000;79 
0-6-16-484000;54 
0-6-16-486000;16 
0-6-16-488000;39 
0-6-16-490000;56 
0-6-16-492000;80 
0-6-16-494000;86 
0-6-16-497000;97 
0-6-16-499000;95 
0-6-16-500000;72 
0-6-16-502000;84 
0-6-16-504000;76 
0-6-16-506000;61 
0-6-16-508000;56 
0-6-16-512000;1 
0-6-16-514000;-15 
0-6-16-516000;-14 
0-6-16-518000;-7 
0-6-16-520000;29 
0-6-16-522000;27 
0-6-16-524000;3 
0-6-16-526000;30 
0-6-16-528000;34 
0-6-16-531000;61 
0-6-16-533000;58 
0-6-16-535000;84 
0-6-16-537000;76 
0-6-16-539000;46 
0-6-16-541000;19 
0-6-16-542000;15 
0-6-16-544000;-25 
0-6-16-546000;-25 
0-6-16-548000;-21 
0-6-16-550000;-17 
0-6-16-552000;22 
0-6-16-554000;39 
0-6-16-556000;74 
0-6-16-558000;68 
0-6-16-560000;58 
0-6-16-562000;62 
0-6-16-565000;55 
0-6-16-567000;49 
0-6-16-569000;29 
0-6-16-571000;32 
0-6-16-573000;32 
0-6-16-575000;49 
0-6-16-577000;64 
0-6-16-579000;28 
0-6-16-581000;44 
0-6-16-583000;20 
0-6-16-584000;19 
0-6-16-586000;26 
0-6-16-588000;5 
0-6-16-590000;15 
0-6-16-592000;23 
0-6-16-594000;51 
0-6-16-596000;46 
0-6-16-599000;51 
0-6-16-611000;-40 
0-6-16-613000;-21 
0-6-16-615000;-8 
0-6-16-617000;-19 
0-6-16-619000;12 
0-6-16-621000;8 
0-6-16-623000;-20 
0-6-16-624000;-15 
0-6-16-626000;-15 
0-6-16-628000;-38 
0-6-16-630000;-30 
0-6-16-633000;-9 
0-6-16-635000;-23 
0-6-16-637000;-3 
0-6-16-639000;13 
0-6-16-641000;30 
0-6-16-643000;10 
0-6-16-645000;7 
0-6-16-647000;23 
0-6-16-649000;25 
0-6-16-651000;46 
0-6-16-653000;80 
0-6-16-655000;66 
0-6-16-657000;74 
0-6-16-659000;78 
0-6-16-661000;75 
0-6-16-663000;23 
0-6-16-665000;20 
0-6-16-667000;-5 
0-6-16-669000;-19 
0-6-16-671000;-20 
0-6-16-673000;32 
0-6-16-675000;81 
0-6-16-677000;91 
0-6-16-679000;96 
0-6-16-681000;58 
0-6-16-683000;56 
0-6-16-685000;29 
0-6-16-687000;32 
0-6-16-689000;0 
0-6-16-691000;19 
0-6-16-693000;42 
0-6-16-695000;70 
0-6-16-697000;76 
0-6-16-699000;92 
0-6-16-701000;52 
0-6-16-704000;69 
0-6-16-706000;45 
0-6-16-708000;64 
0-6-16-709000;19 
0-6-16-711000;30 
0-6-16-713000;29 
0-6-16-715000;55 
0-6-16-717000;78 
0-6-16-719000;66 
0-6-16-721000;56 
0-6-16-723000;18 
0-6-16-725000;39 
0-6-16-727000;7 
0-6-16-729000;9 
0-6-16-731000;10 
0-6-16-733000;37 
0-6-16-735000;50 
0-6-16-738000;51 
0-6-16-740000;50 
0-6-16-742000;76 
0-6-16-744000;56 
0-6-16-746000;45 
0-6-16-748000;9 
0-6-16-749000;24 
0-6-16-751000;49 
0-6-16-753000;72 
0-6-16-755000;75 
0-6-16-757000;52 
0-6-16-759000;61 
0-6-16-761000;51 
0-6-16-763000;40 
0-6-16-765000;-1 
0-6-16-767000;8 
0-6-16-769000;39 
0-6-16-772000;68 
0-6-16-774000;83 
0-6-16-776000;55 
0-6-16-778000;68 
0-6-16-780000;47 
0-6-16-782000;17 
0-6-16-784000;10 
0-6-16-786000;-21 
0-6-16-788000;-2 
0-6-16-790000;12 
0-6-16-791000;47 
0-6-16-793000;40 
0-6-16-795000;72 
0-6-16-797000;55 
0-6-16-799000;45 
0-6-16-801000;29 
0-6-16-803000;-3 
0-6-16-806000;-12 
0-6-16-808000;-16 
0-6-16-810000;-3 
0-6-16-822000;34 
0-6-16-824000;70 
0-6-16-826000;23 
0-6-16-828000;7 
0-6-16-830000;1 
0-6-16-832000;22 
0-6-16-833000;33 
0-6-16-835000;49 
0-6-16-837000;77 
0-6-16-840000;56 
0-6-16-842000;63 
0-6-16-844000;53 
0-6-16-846000;17 
0-6-16-848000;23 
0-6-16-850000;-4 
0-6-16-852000;13 
0-6-16-854000;36 
0-6-16-856000;65 
0-6-16-858000;59 
0-6-16-860000;72 
0-6-16-862000;76 
0-6-16-864000;69 
0-6-16-866000;21 
0-6-16-868000;-19 
0-6-16-870000;-29 
0-6-16-872000;-8 
0-6-16-874000;25 
0-6-16-876000;50 
0-6-16-878000;32 
0-6-16-880000;50 
0-6-16-882000;44 
0-6-16-884000;61 
0-6-16-886000;38 
0-6-16-888000;62 
0-6-16-890000;36 
0-6-16-892000;41 
0-6-16-894000;65 
0-6-16-896000;53 
0-6-16-898000;64 
0-6-16-900000;58 
0-6-16-902000;70 
0-6-16-904000;31 
0-6-16-906000;32 
0-6-16-908000;27 
0-6-16-911000;20 
0-6-16-913000;14 
0-6-16-915000;23 
0-6-16-916000;-18 
0-6-16-918000;-36 
0-6-16-920000;-90 
0-6-16-922000;-114 
0-6-16-924000;-162 
0-6-16-926000;-156 
0-6-16-928000;-168 
0-6-16-930000;-165 
0-6-16-932000;-158 
0-6-16-934000;-166 
0-6-16-938000;-126 
0-6-16-940000;-94 
0-6-16-942000;-76 
0-6-16-945000;-13 
0-6-16-947000;26 
0-6-16-949000;87 
0-6-16-951000;80 
0-6-16-953000;115 
0-6-16-955000;134 
0-6-16-957000;155 
0-6-16-958000;159 
0-6-16-960000;155 
0-6-16-962000;95 
0-6-16-964000;87 
0-6-16-966000;81 
0-6-16-968000;72 
0-6-16-970000;44 
0-6-16-972000;61 
0-6-16-974000;96 
0-6-16-976000;106 
0-6-16-979000;105 
0-6-16-981000;96 
0-6-16-983000;51 
0-6-16-985000;50 
0-6-16-987000;39 
0-6-16-989000;16 
0-6-16-991000;26 
0-6-16-993000;43 
0-6-16-995000;66 
0-6-16-997000;60 
0-6-16-999000;71 
0-6-17-000000;56 
0-6-17-002000;69 
0-6-17-004000;45 
0-6-17-006000;38 
0-6-17-008000;10 
0-6-17-010000;39 
0-6-17-013000;59 
0-6-17-015000;97 
0-6-17-017000;70 
0-6-17-019000;64 
0-6-17-021000;61 
0-6-17-023000;65 
0-6-17-033000;58 
0-6-17-035000;47 
0-6-17-037000;52 
0-6-17-039000;63 
0-6-17-041000;58 
0-6-17-042000;39 
0-6-17-044000;67 
0-6-17-047000;24 
0-6-17-049000;42 
0-6-17-051000;58 
0-6-17-053000;80 
0-6-17-055000;47 
0-6-17-057000;41 
0-6-17-059000;26 
0-6-17-061000;30 
0-6-17-063000;4 
0-6-17-065000;-9 
0-6-17-067000;31 
0-6-17-069000;33 
0-6-17-071000;37 
0-6-17-073000;35 
0-6-17-075000;37 
0-6-17-077000;25 
0-6-17-079000;41 
0-6-17-081000;28 
0-6-17-083000;3 
0-6-17-085000;12 
0-6-17-087000;-3 
0-6-17-089000;-4 
0-6-17-091000;24 
0-6-17-093000;9 
0-6-17-095000;24 
0-6-17-097000;24 
0-6-17-099000;38 
0-6-17-101000;4 
0-6-17-103000;7 
0-6-17-105000;-11 
0-6-17-107000;-8 
0-6-17-109000;19 
0-6-17-111000;21 
0-6-17-113000;29 
0-6-17-115000;24 
0-6-17-118000;36 
0-6-17-120000;8 
0-6-17-122000;30 
0-6-17-124000;24 
0-6-17-125000;46 
0-6-17-127000;19 
0-6-17-129000;-3 
0-6-17-131000;-11 
0-6-17-133000;5 
0-6-17-135000;28 
0-6-17-137000;20 
0-6-17-139000;61 
0-6-17-141000;58 
0-6-17-143000;25 
0-6-17-145000;-1 
0-6-17-147000;-28 
0-6-17-149000;-25 
0-6-17-152000;-24 
0-6-17-154000;-4 
0-6-17-156000;33 
0-6-17-158000;18 
0-6-17-160000;50 
0-6-17-162000;54 
0-6-17-164000;37 
0-6-17-166000;-4 
0-6-17-167000;10 
0-6-17-169000;28 
0-6-17-171000;48 
0-6-17-173000;59 
0-6-17-175000;88 
0-6-17-177000;40 
0-6-17-179000;43 
0-6-17-181000;44 
0-6-17-183000;55 
0-6-17-186000;33 
0-6-17-188000;27 
0-6-17-190000;28 
0-6-17-192000;26 
0-6-17-194000;6 
0-6-17-196000;25 
0-6-17-198000;53 
0-6-17-200000;42 
0-6-17-202000;48 
0-6-17-204000;23 
0-6-17-206000;11 
0-6-17-208000;14 
0-6-17-209000;24 
0-6-17-211000;6 
0-6-17-213000;22 
0-6-17-215000;57 
0-6-17-217000;74 
0-6-17-220000;72 
0-6-17-222000;42 
0-6-17-224000;11 
0-6-17-226000;15 
0-6-17-228000;18 
0-6-17-230000;25 
0-6-17-232000;41 
0-6-17-244000;46 
0-6-17-246000;35 
0-6-17-248000;26 
0-6-17-249000;-21 
0-6-17-251000;0 
0-6-17-254000;21 
0-6-17-256000;58 
0-6-17-258000;42 
0-6-17-260000;41 
0-6-17-262000;61 
0-6-17-264000;31 
0-6-17-266000;25 
0-6-17-268000;34 
0-6-17-270000;-21 
0-6-17-272000;-8 
0-6-17-274000;14 
0-6-17-276000;57 
0-6-17-278000;42 
0-6-17-280000;55 
0-6-17-282000;51 
0-6-17-284000;32 
0-6-17-286000;6 
0-6-17-288000;-23 
0-6-17-291000;-33 
0-6-17-292000;-2 
0-6-17-294000;35 
0-6-17-296000;63 
0-6-17-298000;50 
0-6-17-300000;53 
0-6-17-302000;46 
0-6-17-304000;40 
0-6-17-306000;33 
0-6-17-308000;-4 
0-6-17-310000;12 
0-6-17-312000;15 
0-6-17-314000;49 
0-6-17-316000;31 
0-6-17-318000;52 
0-6-17-320000;49 
0-6-17-322000;60 
0-6-17-325000;33 
0-6-17-327000;-4 
0-6-17-329000;-37 
0-6-17-331000;-41 
0-6-17-333000;11 
0-6-17-334000;27 
0-6-17-336000;48 
0-6-17-338000;63 
0-6-17-340000;59 
0-6-17-342000;18 
0-6-17-344000;8 
0-6-17-346000;4 
0-6-17-348000;9 
0-6-17-350000;21 
0-6-17-352000;59 
0-6-17-354000;56 
0-6-17-356000;74 
0-6-17-359000;70 
0-6-17-363000;64 
0-6-17-365000;31 
0-6-17-367000;5 
0-6-17-369000;-14 
0-6-17-371000;-10 
0-6-17-373000;9 
0-6-17-374000;52 
0-6-17-376000;69 
0-6-17-378000;85 
0-6-17-380000;48 
0-6-17-382000;35 
0-6-17-384000;1 
0-6-17-386000;20 
0-6-17-388000;0 
0-6-17-390000;19 
0-6-17-393000;54 
0-6-17-395000;44 
0-6-17-397000;66 
0-6-17-399000;77 
0-6-17-401000;81 
0-6-17-403000;69 
0-6-17-405000;46 
0-6-17-407000;45 
0-6-17-409000;7 
0-6-17-411000;18 
0-6-17-413000;47 
0-6-17-415000;76 
0-6-17-416000;104 
0-6-17-418000;109 
0-6-17-420000;89 
0-6-17-422000;36 
0-6-17-424000;16 
0-6-17-427000;-39 
0-6-17-429000;-74 
0-6-17-431000;-89 
0-6-17-433000;-96 
0-6-17-435000;-111 
0-6-17-437000;-142 
0-6-17-439000;-141 
0-6-17-441000;-152 
0-6-17-443000;-153 
0-6-17-445000;-135 
0-6-17-457000;-10 
0-6-17-458000;24 
0-6-17-461000;46 
0-6-17-463000;90 
0-6-17-465000;86 
0-6-17-467000;101 
0-6-17-469000;111 
0-6-17-471000;133 
0-6-17-473000;107 
0-6-17-475000;122 
0-6-17-477000;113 
0-6-17-479000;98 
0-6-17-481000;84 
0-6-17-483000;104 
0-6-17-485000;53 
0-6-17-487000;53 
0-6-17-489000;58 
0-6-17-491000;58 
0-6-17-493000;41 
0-6-17-495000;62 
0-6-17-498000;84 
0-6-17-499000;93 
0-6-17-501000;79 
0-6-17-503000;64 
0-6-17-505000;50 
0-6-17-507000;34 
0-6-17-509000;67 
0-6-17-511000;72 
0-6-17-513000;85 
0-6-17-515000;84 
0-6-17-517000;89 
0-6-17-519000;65 
0-6-17-521000;84 
0-6-17-523000;70 
0-6-17-525000;65 
0-6-17-527000;53 
0-6-17-529000;73 
0-6-17-532000;38 
0-6-17-534000;63 
0-6-17-536000;58 
0-6-17-538000;58 
0-6-17-540000;28 
0-6-17-541000;23 
0-6-17-543000;30 
0-6-17-545000;12 
0-6-17-547000;-15 
0-6-17-549000;7 
0-6-17-551000;37 
0-6-17-553000;70 
0-6-17-555000;92 
0-6-17-557000;61 
0-6-17-559000;58 
0-6-17-561000;52 
0-6-17-563000;53 
0-6-17-566000;32 
0-6-17-568000;14 
0-6-17-570000;2 
0-6-17-572000;28 
0-6-17-574000;61 
0-6-17-576000;70 
0-6-17-578000;32 
0-6-17-580000;42 
0-6-17-582000;45 
0-6-17-583000;41 
0-6-17-585000;18 
0-6-17-587000;32 
0-6-17-589000;36 
0-6-17-591000;54 
0-6-17-593000;64 
0-6-17-595000;62 
0-6-17-597000;57 
0-6-17-600000;48 
0-6-17-602000;26 
0-6-17-604000;-10 
0-6-17-606000;-9 
0-6-17-608000;-10 
0-6-17-610000;-7 
0-6-17-612000;-4 
0-6-17-614000;33 
0-6-17-616000;-6 
0-6-17-618000;1 
0-6-17-620000;21 
0-6-17-622000;13 
0-6-17-624000;-42 
0-6-17-625000;-12 
0-6-17-627000;0 
0-6-17-629000;9 
0-6-17-631000;-8 
0-6-17-634000;28 
0-6-17-636000;38 
0-6-17-638000;54 
0-6-17-640000;59 
0-6-17-642000;15 
0-6-17-644000;-7 
0-6-17-646000;-22 
0-6-17-648000;-4 
0-6-17-650000;-8 
0-6-17-652000;7 
0-6-17-654000;28 
0-6-17-656000;27 
0-6-17-667000;7 
0-6-17-670000;-22 
0-6-17-672000;-2 
0-6-17-674000;14 
0-6-17-676000;25 
0-6-17-678000;59 
0-6-17-680000;45 
0-6-17-682000;40 
0-6-17-684000;35 
0-6-17-686000;45 
0-6-17-688000;15 
0-6-17-690000;20 
0-6-17-692000;33 
0-6-17-694000;65 
0-6-17-696000;76 
0-6-17-698000;67 
0-6-17-700000;49 
0-6-17-702000;44 
0-6-17-705000;44 
0-6-17-707000;23 
0-6-17-708000;26 
0-6-17-710000;48 
0-6-17-712000;43 
0-6-17-714000;67 
0-6-17-716000;43 
0-6-17-718000;48 
0-6-17-720000;26 
0-6-17-722000;19 
0-6-17-724000;23 
0-6-17-726000;0 
0-6-17-728000;29 
0-6-17-730000;37 
0-6-17-732000;70 
0-6-17-734000;60 
0-6-17-736000;76 
0-6-17-739000;62 
0-6-17-741000;47 
0-6-17-743000;39 
0-6-17-745000;36 
0-6-17-747000;7 
0-6-17-749000;27 
0-6-17-750000;44 
0-6-17-752000;62 
0-6-17-754000;42 
0-6-17-756000;60 
0-6-17-758000;65 
0-6-17-760000;74 
0-6-17-762000;67 
0-6-17-764000;52 
0-6-17-766000;38 
0-6-17-768000;38 
0-6-17-770000;38 
0-6-17-773000;10 
0-6-17-775000;14 
0-6-17-777000;45 
0-6-17-779000;84 
0-6-17-781000;16 
0-6-17-783000;15 
0-6-17-785000;13 
0-6-17-789000;-2 
0-6-17-791000;24 
0-6-17-792000;23 
0-6-17-794000;55 
0-6-17-796000;57 
0-6-17-798000;73 
0-6-17-800000;37 
0-6-17-802000;52 
0-6-17-804000;47 
0-6-17-807000;40 
0-6-17-809000;26 
0-6-17-811000;57 
0-6-17-813000;40 
0-6-17-815000;47 
0-6-17-817000;56 
0-6-17-819000;39 
0-6-17-821000;43 
0-6-17-823000;29 
0-6-17-825000;45 
0-6-17-827000;20 
0-6-17-829000;32 
0-6-17-831000;39 
0-6-17-833000;33 
0-6-17-834000;44 
0-6-17-836000;48 
0-6-17-838000;17 
0-6-17-841000;19 
0-6-17-843000;9 
0-6-17-845000;20 
0-6-17-847000;-2 
0-6-17-849000;18 
0-6-17-851000;31 
